id,club_id,player_id,date_entry,date_exit
92ee78e3-8d17-4ed1-8f51-32cb6c915a74,bbf5deca-f5b6-464e-a397-d6eb2f3f9a89,c50e61e1-497f-4458-a35d-bc5c02fa5618,2024-10-12,
4201c582-56f0-445e-9c7d-7c701bca19fc,bbf5deca-f5b6-464e-a397-d6eb2f3f9a89,b811e641-74e2-4fa2-868d-17a9f233265f,2024-10-12,
b9da5742-4e9d-42e0-b352-77040f36078a,bbf5deca-f5b6-464e-a397-d6eb2f3f9a89,08430975-41ae-4fa1-903e-f13280ba7a27,2024-10-12,
f06d5bc7-aa64-4718-8af7-8d97b076072f,bbf5deca-f5b6-464e-a397-d6eb2f3f9a89,f2f4cbfe-5929-4624-8df3-2688f0d667f4,2024-10-12,
935b4e76-99d9-499e-a3df-476021673574,d07d67d5-48ff-4172-9b75-362717bfcb0a,f45ae372-1ff9-4484-91a3-f40d456a3ac1,2024-10-12,
f512d4cf-359b-433a-9246-b58cec967741,d07d67d5-48ff-4172-9b75-362717bfcb0a,7b0d5d15-5439-4a4f-9e13-25780ea76cd8,2024-10-12,
6749360e-a75a-4f65-8675-7ea6a056f7ef,d07d67d5-48ff-4172-9b75-362717bfcb0a,b834b2bc-c53b-494d-ab31-faa9ed2c5ad1,2024-10-12,
a8d218de-4f82-4e26-8ad7-d8f550228be2,d07d67d5-48ff-4172-9b75-362717bfcb0a,089dbed4-54f3-48e5-b682-11c3e8e05586,2024-10-12,
0a7289b1-66ff-44c9-9f70-094948a3bf54,599264e2-80ee-42d3-851a-a4d19a378b82,85395272-a34b-4188-aa4a-249cfa4410b1,2024-10-12,
45f9c8e8-7059-48de-abd8-cb29e5a3be2e,599264e2-80ee-42d3-851a-a4d19a378b82,2ecae8a5-1d1e-4ff5-95df-6c557105b466,2024-10-12,
cbba0d1e-f1ac-47da-aa04-84182d6ae6ee,599264e2-80ee-42d3-851a-a4d19a378b82,ab105044-74db-4019-b791-eee1daa2fb3c,2024-10-12,
01a4c1b2-9ce2-4d7b-bbd1-080942913d82,599264e2-80ee-42d3-851a-a4d19a378b82,10e46c6d-1f32-4921-a321-67475c727b75,2024-10-12,
b32a9d9e-6f48-44d7-9671-bdfde31c88e8,d38fc8b8-24d7-4eca-bf60-6f4c05ae70a8,aad6a097-e921-4a6c-a90e-4072d2bb7b86,2024-10-12,
50c2535b-244e-4a39-b69e-9b09c755163e,d38fc8b8-24d7-4eca-bf60-6f4c05ae70a8,788b912b-d4c8-477e-94d4-99bb481dc807,2024-10-12,
3ae5b86e-c1fa-417d-a60e-6c51303d1bf7,d38fc8b8-24d7-4eca-bf60-6f4c05ae70a8,5aca3aa0-63ce-429b-9633-28e4e94f7bf9,2024-10-12,
46ff3413-cb63-4e36-a2d0-8257447db214,d38fc8b8-24d7-4eca-bf60-6f4c05ae70a8,597d4aad-2120-450c-9528-e171b7d52edb,2024-10-12,
6d351265-7827-4bd0-9047-939cc7f4f666,f2480849-adba-45c5-8dcf-dea35995446f,2d6c310f-9978-4588-a3e3-e187c306c971,2024-10-12,
77548b9a-e60b-4bb6-92c2-742232147ac5,f2480849-adba-45c5-8dcf-dea35995446f,c135d1a5-09e2-46e2-a18b-f91ffb0fabc8,2024-10-12,
3978c2d7-879e-404e-abf5-4308fdf04a68,f2480849-adba-45c5-8dcf-dea35995446f,75f28f97-7d2a-4210-b21a-bbcc9dcc3590,2024-10-12,
0937b37d-056c-4e49-a7bd-d649a3463927,f2480849-adba-45c5-8dcf-dea35995446f,c39b06c1-1d03-4c17-9d9d-da079192c122,2024-10-12,
ad8497f8-0ef7-498b-8bd5-ada64c416596,eb626042-cbcf-41c4-8665-0ab5036ef80f,59571e8f-2d61-41c6-b7f2-e666330386d3,2024-10-12,
eb2baba0-fe20-406d-83e8-290e05bf3f4d,eb626042-cbcf-41c4-8665-0ab5036ef80f,ec61d82a-29f3-41f2-aef7-b4eccf7af462,2024-10-12,
35ccffba-3622-478b-830f-6a2dfc6daeff,eb626042-cbcf-41c4-8665-0ab5036ef80f,3cf777f4-8e2b-437f-af9f-216a6c5d829a,2024-10-12,
90c2dd17-8de7-440e-85ab-0bb68cd1f5d5,eb626042-cbcf-41c4-8665-0ab5036ef80f,37500443-f3b2-4ebb-87de-0fe1501958ef,2024-10-12,
55d38dde-f720-4251-9ff4-90fc69ce1b39,f62137e4-92e3-4758-9b68-4d6f3e4dc726,c29ed9c4-3a30-4f26-9791-f5ef3d3d6dba,2024-10-12,
08311057-2333-48bf-8523-1d2bb793d5f8,f62137e4-92e3-4758-9b68-4d6f3e4dc726,f09f2849-b70f-4ca3-bdbb-412b99f02196,2024-10-12,
883c0e37-be24-4e9f-a924-fc88f6d877ca,f62137e4-92e3-4758-9b68-4d6f3e4dc726,1d5aa8da-9dfa-42f9-b47e-0255d57b9cdc,2024-10-12,
1f01b008-0552-43c7-bca7-02de73f600e0,f62137e4-92e3-4758-9b68-4d6f3e4dc726,92848320-1741-4947-a432-0edf85218d3f,2024-10-12,
6b4bdc70-8aa7-469c-8050-c543360da763,47241967-d58d-48f2-ac1a-d8ca3e0faf20,2253bdd6-28c3-4017-8f42-295334a0fa4b,2024-10-12,
91f36f6b-aa0b-4e1e-9df7-44236e6d7959,47241967-d58d-48f2-ac1a-d8ca3e0faf20,765f909d-4572-4490-8dce-67e12e807fa2,2024-10-12,
ec0883f3-69dc-49e6-9140-2893a7d9d61e,47241967-d58d-48f2-ac1a-d8ca3e0faf20,4dcc18d3-ef7b-4fd1-84b0-b25f55ea98da,2024-10-12,
a6dba2b6-0c73-434e-adf4-796d8fabf211,47241967-d58d-48f2-ac1a-d8ca3e0faf20,39d20177-44ee-4766-8c41-692d054687e3,2024-10-12,
4ada29b6-a5ca-4508-9f7a-cd217812dffe,ebbb03af-4d45-4722-a1b3-e30e378b7f83,e887dbc1-a616-4118-b63c-252e04111fab,2024-10-12,
f5a888f6-3144-4ace-a487-2283ef626341,ebbb03af-4d45-4722-a1b3-e30e378b7f83,e0f92cc1-b950-440e-a2ca-e9eb27e69f64,2024-10-12,
4d23334f-f032-4853-8e34-2c92f70d967b,ebbb03af-4d45-4722-a1b3-e30e378b7f83,32632df9-5841-4b1e-bd8c-a27f74e6093e,2024-10-12,
37ca1fd1-6a45-4a83-ad84-0edd511705e7,ebbb03af-4d45-4722-a1b3-e30e378b7f83,e02d82d0-557f-4403-87cb-f9d7cf509d45,2024-10-12,
2ef3c4d7-e916-47a8-97f1-c25c2f6c4803,e857f392-c7fe-46f6-a828-e72e173eab34,bf53a776-3ccf-4a8a-90ca-2c63770a397c,2024-10-12,
6930bdda-b922-4751-b68c-36870daa9e95,e857f392-c7fe-46f6-a828-e72e173eab34,0466e8b9-672d-4794-b8e0-a8b10f4fad76,2024-10-12,
ce1c14f4-d5da-4455-bc04-b1c456d82ca3,e857f392-c7fe-46f6-a828-e72e173eab34,55a79bb8-3a2d-47a6-af2a-1f3e9005b2de,2024-10-12,
0fc59850-8435-443c-9ef6-eb113635ec54,e857f392-c7fe-46f6-a828-e72e173eab34,b6cabdb0-1c8b-4f81-bde6-2f7ad2dcc8aa,2024-10-12,
a896e06c-c199-4773-8062-67623c933440,f62137e4-92e3-4758-9b68-4d6f3e4dc726,87d24aa7-a9f9-4af7-b48f-1a11d50462dd,2024-10-12,
